,milage,accident,clean_title,price,horsepower,price_group,fuel_type_diesel,fuel_type_e85 flex fuel,fuel_type_electric,fuel_type_gasoline,fuel_type_hybrid,fuel_type_hydrogen,fuel_type_plug-in hybrid,transmission_category_automatic,transmission_category_manual
1823,-0.8104395256997294,False,True,50000.0,1.1127391969344067,2,False,False,False,True,False,False,False,True,False
1824,0.6681560139090704,False,True,20000.0,-0.5355223216734009,1,False,False,False,True,False,False,False,False,True
1825,-0.3305112679649909,False,True,27500.0,-0.3262192716914571,2,False,False,False,True,False,False,False,True,False
1826,0.0992469746613824,False,True,27499.0,-0.15180006337317056,2,False,False,False,True,False,False,False,True,False
1827,-0.24923584348943936,True,True,49000.0,2.1766963676759543,2,False,False,False,True,False,False,False,True,False
1828,-0.9742020278459025,True,True,30500.0,-0.5006384800097436,2,False,False,False,True,False,False,False,True,False
1830,0.06706243666733683,True,True,16700.0,-0.6750576883280301,2,False,False,False,True,False,False,False,True,False
1831,-0.14119045623531104,False,True,36500.0,0.15343355118383084,2,False,False,False,True,False,False,False,True,False
1833,-0.5955604043865428,False,True,21000.0,-0.3262192716914571,2,False,False,False,True,False,False,False,True,False
1834,0.16971218078716926,False,False,28998.0,-1.2531327787543511,2,False,False,False,True,False,False,False,True,False
1835,-0.47060866864495404,True,True,31950.0,0.2842479574225457,1,False,False,False,True,False,False,False,True,False
1837,0.5950403164190681,True,True,29000.0,1.7767780400318829,1,False,False,False,True,False,False,False,True,False
1838,-0.05539026435942013,True,True,19395.0,-1.128547629955575,1,False,False,False,False,True,False,False,True,False
1839,0.15225680194569277,False,True,12975.0,-0.15180006337317056,2,False,False,False,True,False,False,False,True,False
1840,-0.6712887290784147,False,True,27000.0,-1.0500589862123462,1,False,False,False,True,False,False,False,True,False
1841,-0.37142349537977476,False,True,24991.0,-0.8743939264060716,1,False,False,False,True,False,False,False,True,False
1843,-1.0948372490800546,False,True,78500.0,1.1040182365184923,2,False,False,False,True,False,False,False,True,False
1844,-0.9931341090188706,False,True,16370.0,-0.2390096675323138,2,False,False,False,True,False,False,False,True,False
1845,-1.156006803349914,False,False,172900.0,1.1707958762746367,2,False,False,False,True,False,False,False,True,False
1846,-0.8499318470265407,False,False,44998.0,-0.11691622170951327,1,False,False,False,True,False,False,False,True,False
1847,0.8054136024130883,False,True,28000.0,-0.41342887585060034,2,False,False,False,True,False,False,False,True,False
1848,-1.2751274580902288,False,True,200000.0,-1.364013561185262,2,True,False,False,False,False,False,False,True,False
1849,2.246466825055893,False,True,13000.0,-0.6314528862484585,1,False,False,False,True,False,False,False,True,False
1850,0.6823550747887964,False,True,12500.0,-1.1111057091237464,1,False,False,False,True,False,False,False,False,True
1851,-1.124257703222847,False,False,76700.0,0.4133181715780778,2,False,False,False,True,False,False,False,True,False
1852,-0.4630358361757668,False,True,50900.0,0.8423894240410625,2,False,False,False,True,False,False,False,False,True
1853,0.06138281231544643,True,True,23000.0,1.1127391969344067,2,False,False,False,True,False,False,False,True,False
1854,-0.47289945046688314,False,True,28495.0,-1.7833671720419422,1,False,False,False,True,False,False,False,True,False
1855,2.6039613138450473,True,True,9950.0,-0.06459045921402731,1,False,False,False,True,False,False,False,True,False
1856,-0.8549299164562042,False,True,38999.0,0.2755269970066314,2,False,False,False,True,False,False,False,True,False
1857,0.6918211153752805,True,True,19995.0,0.4150623636612606,1,False,False,False,True,False,False,False,True,False
1858,-1.014622021150189,False,True,29182.0,-1.6318716311026304,1,False,False,False,True,False,False,False,True,False
1859,-0.9764360134243127,False,True,84995.0,1.6185549010574376,2,False,False,False,True,False,False,False,True,False
1860,-1.0459735475726242,False,False,104900.0,1.019300335335325,2,False,False,False,True,False,False,False,True,False
1861,-1.0786503196771668,False,False,60998.0,-0.4956550740577927,2,False,False,False,True,False,False,False,True,False
1862,-0.6873809980754375,False,True,113000.0,2.159254446844126,1,False,False,False,True,False,False,False,True,False
1863,-0.44410375500279886,True,True,12700.0,-0.1954048654527422,1,False,True,False,False,False,False,False,True,False
1865,-0.6835945818408439,False,True,62450.0,0.9383199886161202,2,False,False,False,True,False,False,False,True,False
1866,-0.7091528914243507,False,True,62000.0,0.15343355118383084,2,False,False,False,False,True,False,False,True,False
1867,-0.018131928611019123,False,True,19950.0,0.5894815719795471,2,False,False,False,True,False,False,False,True,False
1868,0.5517237146953173,True,True,17000.0,-0.4919175195938293,1,False,False,False,True,False,False,False,True,False
1869,2.4714367456342714,False,True,14000.0,-0.41342887585060034,1,False,False,False,True,False,False,False,True,False
1870,0.4623074953153895,True,True,24000.0,0.13599163035200218,2,False,False,False,True,False,False,False,True,False
1871,-0.41422893091185536,False,True,45023.0,0.5022719678204038,1,False,False,False,True,False,False,False,True,False
1872,-0.25478294327311896,True,True,19996.0,-0.6750576883280301,2,False,False,False,True,False,False,False,False,True
1873,-0.29264710561905494,False,True,55000.0,0.6766911761386903,2,False,False,False,False,True,False,False,True,False
1874,-0.840844448063516,False,False,72598.0,-0.4956550740577927,2,False,False,False,False,True,False,False,True,False
1876,3.569497453666415,False,True,4000.0,0.7920570239263572,1,False,False,False,True,False,False,False,True,False
1877,-0.6832159402173845,False,True,65700.0,1.7493693072961525,2,False,False,False,True,False,False,False,True,False
1878,-0.00292946742912583,False,True,4900.0,-1.2593620361942899,1,False,False,False,True,False,False,False,True,False
1879,-1.0499303525377746,True,True,99900.0,1.5051824156505513,1,False,False,False,True,False,False,False,True,False
1880,-0.9647359872594186,False,True,54000.0,-0.3698240737710287,1,False,False,False,True,False,False,False,True,False
1881,-0.7318713888319123,False,False,42900.0,-0.11691622170951327,1,False,False,False,True,False,False,False,False,True
1882,0.3889078166077926,True,True,39900.0,-0.3262192716914571,2,False,False,False,True,False,False,False,True,False
1883,-0.926587843695888,True,True,60867.0,1.8191369906234671,1,False,False,False,True,False,False,False,False,True
1884,0.48002792329328753,False,True,30499.0,-0.40470791543468604,2,False,False,True,False,False,False,False,True,False
1885,-1.2373579561501575,False,True,172000.0,1.792974109375724,2,False,False,False,True,False,False,False,True,False
1886,-0.16769536987746622,True,True,29000.0,0.1098287491042592,2,False,False,False,True,False,False,False,True,False
1887,0.13332472077272478,False,True,33900.0,0.5982025323954615,2,False,False,False,True,False,False,False,True,False
1888,-0.6428906073189627,False,True,51900.0,1.7493693072961525,2,False,False,True,False,False,False,False,True,False
1889,-1.2729124045929914,False,True,69000.0,-0.06459045921402731,2,False,False,False,True,False,False,False,True,False
1890,0.14513833942465681,False,True,16499.0,-0.06459045921402731,1,False,True,False,False,False,False,False,True,False
1891,-0.9836680684323865,False,True,45000.0,0.9819247906956918,1,False,False,False,True,False,False,False,True,False
1892,-0.6277449423805883,False,True,52500.0,0.15343355118383084,2,False,False,False,False,True,False,False,True,False
1893,0.27531532956998467,False,True,32471.0,-0.3262192716914571,1,False,False,False,True,False,False,False,True,False
1894,-1.2129545035182019,False,False,38598.0,-1.2531327787543511,2,False,False,False,True,False,False,False,True,False
1896,0.5403644659915365,True,True,4999.0,-0.5006384800097436,2,False,False,False,True,False,False,False,True,False
1897,-1.1303727654417155,False,True,41950.0,0.4586671657408322,1,False,False,False,True,False,False,False,True,False
1898,-0.02286494890426112,True,True,59200.0,2.508092863480699,2,False,False,False,True,False,False,False,True,False
1899,0.7864815212401204,True,True,14945.0,-1.5994794924149487,2,False,False,False,False,True,False,False,True,False
1900,-0.14119045623531104,False,True,17000.0,0.26680603659071706,1,False,False,False,True,False,False,False,True,False
1901,-0.998813733370761,False,True,63000.0,4.016819015433877,2,False,False,True,False,False,False,False,True,False
1902,-1.1066130035696407,False,True,56999.0,-0.5442432820893153,2,False,False,False,True,False,False,False,True,False
1903,-1.0234254388956192,False,True,33499.0,-0.779709213319002,1,False,False,False,True,False,False,False,True,False
1905,0.19958700487811273,True,True,44700.0,1.3743680094118365,1,False,False,False,True,False,False,False,True,False
1906,1.25978355056432,True,True,29995.0,0.5720396511477185,2,False,False,False,True,False,False,False,True,False
1907,0.7106396040612106,False,True,9000.0,-1.0326170653805176,1,False,False,False,False,True,False,False,True,False
1909,-0.7091528914243507,False,True,28900.0,-0.3262192716914571,2,False,False,False,True,False,False,False,True,False
1910,-1.267838606838636,False,True,124999.0,0.7987846219614909,2,False,False,False,True,False,False,False,True,False
1912,-0.008665888024535131,False,True,37999.0,0.5545977303158898,1,False,True,False,False,False,False,False,True,False
1913,-1.1206795398811558,False,True,29000.0,-1.1983153132828896,1,False,False,False,True,False,False,False,True,False
1914,-0.6144356893159918,False,True,40999.0,1.5495347286229162,2,False,False,False,True,False,False,False,True,False
1915,0.23745116722404871,False,True,31000.0,0.9819247906956918,1,False,False,False,True,False,False,False,True,False
1916,-1.1597364233409888,False,True,99999.0,1.5051824156505513,1,False,False,False,True,False,False,False,True,False
1917,0.13512326848415673,True,True,32450.0,1.548787217730123,2,False,False,False,True,False,False,False,True,False
1918,0.3712252527922405,False,True,20999.0,-0.06459045921402731,2,False,False,False,True,False,False,False,True,False
1919,-0.5508806928183383,False,False,49936.0,-0.4956550740577927,2,False,False,False,True,False,False,False,True,False
1920,-0.5576962420406067,False,True,41999.0,-0.2302887071163995,1,False,False,False,True,False,False,False,True,False
1921,0.04133373835327333,True,True,23995.0,-0.9541284216372885,1,False,False,False,False,True,False,False,True,False
1922,-1.2529769231178562,False,True,47999.0,-0.779709213319002,1,False,False,False,True,False,False,False,True,False
1923,-0.14119045623531104,False,True,25000.0,0.13599163035200218,2,False,False,False,True,False,False,False,False,True
1924,0.6056801460382761,False,True,21000.0,-0.28261446961188547,1,False,False,False,True,False,False,False,False,True
1925,-1.2733289103787968,False,True,82500.0,1.042971513607092,1,False,False,False,False,True,False,False,True,False
1927,2.736485882055823,True,True,9450.0,-0.1256371821254276,2,False,False,False,True,False,False,False,True,False
1928,0.10664941840001288,True,True,58500.0,1.1127391969344067,1,True,False,False,False,False,False,False,True,False
1929,-1.0991537635874913,False,True,31500.0,-1.1983153132828896,1,False,False,False,False,False,False,True,True,False
1931,0.5295353155605989,False,True,55000.0,2.647628230135328,2,False,False,False,True,False,False,False,True,False
1932,0.9246857138027866,False,True,31950.0,-0.14307910295725623,2,False,False,False,True,False,False,False,True,False
1933,-0.20218962177461391,False,True,41899.0,0.031340105361030275,2,False,False,False,False,True,False,False,True,False
1934,-1.1695432413885862,False,False,48698.0,-1.2531327787543511,2,False,False,False,False,True,False,False,True,False
1935,-0.5766283232135748,False,True,31000.0,-0.6052900050007155,2,False,False,False,True,False,False,False,True,False
1936,0.6870502309196925,False,True,8500.0,-1.2593620361942899,1,False,False,False,True,False,False,False,True,False
1937,0.35104365426185663,False,True,22500.0,-0.30877735085962843,1,False,False,False,True,False,False,False,True,False
1938,1.1064336930632794,False,True,21000.0,0.5022719678204038,2,False,False,False,True,False,False,False,True,False
1939,-1.1597364233409888,False,True,48000.0,0.720295978218262,1,False,False,False,True,False,False,False,True,False
1940,0.33211157308888867,True,True,52500.0,1.1563439990139783,1,True,False,False,False,False,False,False,True,False
1941,-0.9112717900269569,False,True,75000.0,1.2086697615094644,2,False,False,False,True,False,False,False,True,False
1942,-0.34427489097773867,False,True,54000.0,0.8947151865365486,2,False,False,False,True,False,False,False,True,False
1943,-0.4801883017184758,False,True,32000.0,1.19994880109355,2,False,False,True,False,False,False,False,True,False
1944,-0.44410375500279886,False,True,55000.0,0.9383199886161202,2,False,False,False,True,False,False,False,True,False
1945,1.5319700815880808,False,False,5500.0,-1.5645956507512913,1,False,False,False,True,False,False,False,True,False
1946,0.04813035549436884,False,True,22000.0,0.9383199886161202,1,False,False,False,True,False,False,False,False,True
1947,1.4356625846611928,False,True,33490.0,-1.364013561185262,2,True,False,False,False,False,False,False,True,False
1948,0.03307935096185928,False,True,73500.0,1.1563439990139783,1,True,False,False,False,False,False,False,True,False
1949,1.0609966982481562,False,True,25650.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1950,0.06276485424107309,False,True,30950.0,0.13599163035200218,2,False,False,False,True,False,False,False,True,False
1951,0.7864815212401204,True,True,7599.0,-1.3901764424330048,1,False,False,False,True,False,False,False,True,False
1952,0.06889884854111472,False,True,18995.0,0.06622394702468758,2,False,False,False,True,False,False,False,True,False
1953,0.16757285561462387,False,False,12000.0,-0.15180006337317056,2,False,False,False,True,False,False,False,True,False
1954,-0.7733515786818851,False,False,36998.0,1.19994880109355,2,False,False,True,False,False,False,False,True,False
1955,-1.1990015596937245,False,False,155000.0,0.6766911761386903,2,False,False,False,False,True,False,False,True,False
1956,1.761294380836242,False,True,15500.0,-0.29133543002779977,1,False,False,False,True,False,False,False,False,True
1957,0.2450239996932359,True,True,15000.0,-1.0064541841327745,2,False,False,False,True,False,False,False,True,False
1958,1.0632685479889123,True,True,9900.0,-1.207036273698804,1,False,False,False,True,False,False,False,True,False
1959,2.279900880407354,False,True,5500.0,-1.0151751445486887,2,False,False,False,True,False,False,False,True,False
1960,-0.42517167382983084,False,True,133000.0,0.8598313448728913,2,False,False,False,True,False,False,False,True,False
1961,-0.7958618231965441,False,True,24500.0,-1.3901764424330048,1,False,False,False,True,False,False,False,True,False
1962,1.1840362937912752,False,True,29999.0,0.8423894240410625,2,False,False,False,True,False,False,False,False,True
1963,-0.49999125862540034,False,True,38490.0,0.8423894240410625,2,False,False,False,True,False,False,False,True,False
1964,0.0954605584267888,False,True,6750.0,-1.7041310174059205,1,False,False,False,True,False,False,False,False,True
1965,1.4375557927784894,False,True,13000.0,-0.3262192716914571,2,False,False,False,True,False,False,False,True,False
1966,0.01831232764694425,True,True,23500.0,-0.3349402321073714,2,False,False,False,True,False,False,False,True,False
1967,0.5214323848185686,False,True,33000.0,-0.41342887585060034,1,False,False,False,True,False,False,False,True,False
1968,-0.7280849725973186,True,True,49500.0,0.6766911761386903,2,False,False,False,True,False,False,False,True,False
1969,1.468036443466968,False,True,22000.0,0.2842479574225457,1,False,False,False,True,False,False,False,True,False
1970,-0.7148325157762411,False,False,68000.0,0.6766911761386903,2,False,False,False,False,True,False,False,True,False
1971,0.5906859377492855,False,True,14995.0,0.37145756158168897,1,False,False,False,True,False,False,False,True,False
1972,0.5709397770858798,False,True,10500.0,-0.31749831127554273,2,False,False,False,True,False,False,False,True,False
1974,-0.10571173611716904,False,True,22389.0,-0.8743939264060716,1,False,False,False,True,False,False,False,True,False
1975,0.13487715142890816,False,True,8500.0,-0.3000563904437141,1,False,True,False,False,False,False,False,True,False
1976,-0.302113146205539,False,True,23900.0,0.06622394702468758,2,False,False,False,True,False,False,False,True,False
1977,2.392433170899476,False,True,14950.0,-0.6837786487439445,1,False,False,False,True,False,False,False,True,False
1978,-0.26551743329819183,False,True,36950.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1979,0.6728890342023125,True,True,40000.0,1.1650649594298927,2,False,False,False,True,False,False,False,True,False
1980,-0.16012253740827903,True,True,20999.0,-0.6750576883280301,2,False,False,False,True,False,False,False,True,False
1981,0.27531532956998467,False,True,32900.0,-0.14307910295725623,2,False,False,False,True,False,False,False,True,False
1983,0.5019512732915845,False,True,47000.0,0.8947151865365486,2,False,False,False,True,False,False,False,True,False
1984,-0.09196704518559427,False,True,27500.0,-0.09947430087768461,2,False,False,False,True,False,False,False,True,False
1985,0.32169892844375625,False,True,19000.0,-0.13435814254134193,2,False,False,False,True,False,False,False,True,False
1986,-0.9344635894638427,False,False,40798.0,-1.2531327787543511,2,False,False,False,False,True,False,False,True,False
1987,0.17118888311866076,False,True,17999.0,-0.13435814254134193,2,False,False,False,True,False,False,False,True,False
1988,0.12385868018624079,False,True,19800.0,-0.3698240737710287,1,False,False,False,True,False,False,False,True,False
1989,-0.981642335746879,False,False,45999.0,1.5495347286229162,2,False,False,False,True,False,False,False,True,False
1990,0.8261442312974883,True,True,26000.0,0.32785275950211734,1,False,True,False,False,False,False,False,True,False
1991,-0.5725389936802137,True,True,14995.0,-0.9366865008054599,1,False,False,False,True,False,False,False,True,False
1992,-0.7889326814872378,False,True,38500.0,0.5458767698999755,2,False,False,False,True,False,False,False,True,False
1993,-0.9832894268089272,False,True,40459.0,-0.04116845123985718,1,False,False,False,True,False,False,False,True,False
1994,-0.3384059458141186,False,False,42816.0,1.5495347286229162,2,False,False,False,True,False,False,False,True,False
1996,0.40783989778076063,False,True,10400.0,-1.0238961049646031,1,False,False,False,True,False,False,False,True,False
1998,0.15793642629758317,False,False,35998.0,2.0797691219105072,1,False,False,False,True,False,False,False,True,False
1999,0.8716758865184763,True,True,11000.0,-0.3959869550187717,2,False,False,False,True,False,False,False,True,False
2000,1.6645893102047216,True,True,13500.0,-1.0238961049646031,2,False,False,False,True,False,False,False,True,False
2001,-0.3372700209437405,True,True,33995.0,0.7377378990500907,2,False,False,False,True,False,False,False,True,False
2002,0.1706966490081636,False,True,32000.0,1.1127391969344067,2,False,False,False,True,False,False,False,True,False
2004,2.3222519459912836,True,True,12500.0,0.6330863740591187,2,False,False,False,True,False,False,False,True,False
2005,0.4646361412996646,False,True,29999.0,0.5022719678204038,1,False,False,False,True,False,False,False,True,False
2006,-0.8227453784621587,False,True,32000.0,0.15343355118383084,1,False,False,False,True,False,False,False,False,True
2007,-0.7963161931446953,False,True,43250.0,1.5495347286229162,2,False,False,False,True,False,False,False,True,False
2008,1.8845422292722638,True,True,6500.0,-0.15180006337317056,1,False,False,False,True,False,False,False,True,False
2009,-0.9241266731434022,False,True,49700.0,1.5495347286229162,2,False,False,False,True,False,False,False,True,False
2011,-0.25478294327311896,False,True,23999.0,-0.15180006337317056,1,False,False,False,True,False,False,False,True,False
2012,0.2942474107429527,False,True,2900.0,-1.8611083048923784,1,False,False,False,True,False,False,False,False,True
2013,-1.0864503371204297,False,False,40598.0,-1.2531327787543511,2,False,False,False,False,True,False,False,True,False
2014,-0.4568071814698604,False,True,43642.0,-0.11691622170951327,1,False,False,False,True,False,False,False,True,False
2015,-0.30400635432283574,False,True,43000.0,1.3046003260845218,2,False,False,False,True,False,False,False,True,False
2016,1.6346387577890862,True,True,23000.0,0.32785275950211734,1,False,True,False,False,False,False,False,True,False
2017,-1.1067265960566783,False,True,115000.0,2.246464051003269,2,False,False,False,True,False,False,False,True,False
2018,-1.0726488499453362,False,True,65499.0,1.5923920198096946,1,False,False,False,True,False,False,False,False,True
2019,-1.079123621706491,False,True,48815.0,1.5495347286229162,2,False,False,False,True,False,False,False,True,False
2020,0.32660233746755496,False,True,13800.0,-0.6750576883280301,2,False,False,False,True,False,False,False,True,False
2021,-0.6428906073189627,False,True,45770.0,0.5894815719795471,2,False,False,False,True,False,False,False,True,False
2022,0.5782286283374725,False,True,32999.0,0.9383199886161202,2,False,False,False,True,False,False,False,True,False
2023,0.5148629526515487,True,True,7300.0,0.37145756158168897,2,False,False,False,True,False,False,False,True,False
2024,-1.1014066812470744,False,True,85000.0,1.069134394854835,1,False,False,False,True,False,False,False,True,False
2025,-1.0536031762853302,False,True,47000.0,-0.06459045921402731,1,False,False,False,True,False,False,False,True,False
2026,0.04841433671196335,False,True,22500.0,0.15343355118383084,2,False,False,False,True,False,False,False,True,False
2027,-0.3567700645518975,True,True,61500.0,0.8947151865365486,2,False,False,False,True,False,False,False,True,False
2028,-1.220508403906216,True,True,69900.0,0.720295978218262,2,True,False,False,False,False,False,False,True,False
2029,1.0846050034708472,False,True,6900.0,-1.1983153132828896,2,False,False,False,True,False,False,False,True,False
2030,-0.8227453784621587,False,True,42000.0,0.6766911761386903,2,False,False,False,False,True,False,False,True,False
2031,0.8622098459319923,False,True,5499.0,-0.6401738466643728,1,False,False,False,True,False,False,False,True,False
2032,0.4098466983850952,False,True,18000.0,-0.1954048654527422,2,False,False,False,True,False,False,False,True,False
2033,-0.8606095408080946,True,True,53000.0,0.5894815719795471,1,False,True,False,False,False,False,False,True,False
2034,-0.8895377608403897,False,False,28298.0,-0.9501416968757277,1,False,False,False,True,False,False,False,True,False
2035,-1.1142994285258656,False,False,78990.0,0.720295978218262,2,False,False,False,True,False,False,False,True,False
2036,-1.1871311447982735,False,True,57000.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
2037,-0.04653005037047111,False,False,8900.0,-0.9366865008054599,1,False,False,False,True,False,False,False,True,False
2038,-0.9931341090188706,False,True,43500.0,1.19994880109355,1,False,False,False,True,False,False,False,False,True
2039,3.058331261996279,True,True,19500.0,-1.1983153132828896,1,True,False,False,False,False,False,False,True,False
2040,-0.4743950848795476,False,True,26500.0,-0.6750576883280301,2,True,False,False,False,False,False,False,True,False
2041,-0.9772311608335774,False,True,69900.0,-0.18668390503682789,2,False,False,False,True,False,False,False,True,False
2043,0.7233808946906181,False,True,39000.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
2044,-0.30518014335555976,False,True,49900.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
2045,0.17794763609741032,True,True,8100.0,-1.3727345216011761,1,False,False,False,True,False,False,False,False,True
2046,0.24123758345864232,False,True,42500.0,0.5894815719795471,1,False,True,False,False,False,False,False,True,False
2047,3.3460988958253925,True,True,3950.0,-0.6750576883280301,1,False,False,False,True,False,False,False,True,False
2048,-0.5470942765837448,True,True,28500.0,0.8947151865365486,1,False,False,False,True,False,False,False,False,True
2049,-1.0404643119512904,False,True,84999.0,1.5051824156505513,1,False,False,False,True,False,False,False,True,False
2050,-0.41943525323442155,False,True,20999.0,0.26680603659071706,1,False,False,False,True,False,False,False,True,False
2051,0.8054136024130883,False,True,9495.0,-0.5704061633370582,1,False,False,False,True,False,False,False,False,True
2052,-0.02381155296290952,False,True,16499.0,-0.41342887585060034,2,False,False,False,True,False,False,False,True,False
2053,0.06706243666733683,False,True,14900.0,-1.3291297195216045,1,False,False,False,True,False,False,False,False,True
2054,0.2620818048300801,False,True,30275.0,-0.11691622170951327,1,False,False,False,True,False,False,False,True,False
2055,-1.1439659997239064,False,True,63900.0,1.2435536031731216,1,False,False,False,True,False,False,False,True,False
2056,-0.5955604043865428,False,True,62000.0,1.3743680094118365,1,False,False,False,True,False,False,False,True,False
2057,0.9190060894508962,True,True,9000.0,-1.0151751445486887,2,False,False,False,True,False,False,False,False,True
2058,-0.4672008940338198,True,True,41100.0,1.19994880109355,1,False,False,False,True,False,False,False,True,False
2059,-0.5219903369483891,True,True,26000.0,-0.02098565713445568,2,False,False,False,True,False,False,False,True,False
2060,1.589201762973963,False,True,15400.0,0.13599163035200218,2,False,False,False,True,False,False,False,True,False
2061,-0.3683754303109269,False,True,20500.0,-0.3262192716914571,2,False,False,False,True,False,False,False,True,False
2062,-1.1118950542168986,False,False,44596.0,-0.9501416968757277,1,False,False,False,True,False,False,False,True,False
2064,-0.25478294327311896,False,True,34000.0,0.4761090865726609,1,False,False,False,True,False,False,False,True,False
2066,-0.33641807729095696,False,True,24900.0,-1.0238961049646031,1,False,False,False,True,False,False,False,True,False
2067,-1.0120661901918384,False,True,48000.0,-0.9541284216372885,2,False,False,False,True,False,False,False,True,False
2068,-1.1824549207485504,False,True,110000.0,3.4848404300631035,1,False,False,False,True,False,False,False,True,False
2069,-1.0575599812504806,False,False,68590.0,1.928273580971195,1,False,False,False,True,False,False,False,True,False
2070,0.35295579446032643,True,True,72777.0,2.2639059718350976,2,False,False,False,True,False,False,False,True,False
2071,-0.16360604034410514,False,False,36590.0,1.2465436467442923,1,False,False,False,True,False,False,False,True,False
2072,0.19686078518920536,False,True,30919.0,-0.11691622170951327,2,False,False,False,True,False,False,False,True,False
2074,0.9054128551687053,True,True,12433.0,-0.04116845123985718,1,False,False,False,True,False,False,False,True,False
2076,0.6866337251338872,True,True,5995.0,-1.7651777403173208,2,False,False,False,True,False,False,False,False,True
2077,-0.5236184959292645,False,True,13250.0,-1.3901764424330048,1,False,False,False,True,False,False,False,True,False
2078,0.22798512663756473,False,True,33333.0,-0.41342887585060034,1,False,False,False,True,False,False,False,True,False
2079,1.856522749136271,True,True,9000.0,-0.41342887585060034,1,False,False,False,True,False,False,False,True,False
2080,0.4646361412996646,True,True,24000.0,1.1127391969344067,2,False,False,False,True,False,False,False,True,False
2081,-1.2487172048539383,False,True,55000.0,-0.2302887071163995,1,False,False,False,True,False,False,False,True,False
2082,-0.55580303392331,False,True,19950.0,-0.5006384800097436,0,False,False,False,True,False,False,False,False,True
2083,-0.47960140720211386,False,True,38999.0,-0.7012205695757731,2,False,False,False,True,False,False,False,True,False
2085,-1.211042363319732,False,True,95580.0,1.6185549010574376,2,False,False,False,True,False,False,False,True,False
2086,0.8300253079379467,False,True,7900.0,-0.430870796682429,1,False,False,False,True,False,False,False,True,False
2087,0.5820150445720661,False,True,27000.0,0.8423894240410625,2,False,False,False,True,False,False,False,True,False
2089,1.9602705539641356,True,True,15000.0,-1.1895943528669752,1,False,False,False,True,False,False,False,False,True
2090,-1.0565755130294863,False,False,39999.0,-0.3262192716914571,1,False,False,False,True,False,False,False,True,False
2091,-0.8050817467277794,True,True,40250.0,0.9732038302797774,2,False,False,False,True,False,False,False,True,False
2092,0.6117194799324529,False,True,29995.0,0.8947151865365486,2,False,False,False,True,False,False,False,False,True
2093,-0.9712486231829195,False,False,39390.0,-0.11691622170951327,1,False,False,False,True,False,False,False,True,False
2094,-0.003932867731293133,False,True,11900.0,-0.430870796682429,2,False,False,False,True,False,False,False,True,False
2095,-0.7087363856385454,True,True,74500.0,0.8947151865365486,1,False,False,False,True,False,False,False,True,False
2097,-0.6390095306785043,True,True,36995.0,-1.0258894673453836,1,False,False,False,True,False,False,False,True,False
2098,-0.07871458836451668,False,True,31000.0,0.19703835326340247,2,False,False,False,True,False,False,False,True,False
2099,-1.1881345451004408,False,True,52000.0,0.32785275950211734,2,False,False,False,True,False,False,False,True,False
2100,-0.7611025221629748,False,False,42998.0,-0.11691622170951327,1,False,False,False,True,False,False,False,True,False
2102,-0.10900591824126547,False,True,25900.0,-0.40470791543468604,2,False,False,True,False,False,False,False,True,False
2103,0.5025003036456005,False,True,4500.0,-0.5878480841688869,2,False,False,False,True,False,False,False,True,False
2104,1.1461910635265122,False,True,26800.0,-0.28261446961188547,1,False,False,False,True,False,False,False,True,False
2105,-0.7848812161162226,False,True,39000.0,1.19994880109355,1,False,False,False,True,False,False,False,True,False
2106,0.12385868018624079,False,True,29950.0,0.8947151865365486,2,False,False,False,True,False,False,False,True,False
2107,-0.23774407021744778,False,False,28900.0,0.37145756158168897,2,False,False,False,True,False,False,False,False,True
2108,1.4069804816841462,False,True,11500.0,0.720295978218262,2,False,False,False,True,False,False,False,True,False
2109,-0.07966119242316509,False,True,12000.0,-1.7651777403173208,1,False,False,False,True,False,False,False,True,False
2110,-1.0140540587150002,False,False,44998.0,-1.2531327787543511,2,False,False,False,False,True,False,False,True,False
2112,-0.5974536125038395,True,True,27900.0,0.5894815719795471,1,False,True,False,False,False,False,False,True,False
2113,-0.3625822134719987,True,True,71999.0,1.928273580971195,1,False,False,False,True,False,False,False,True,False
2114,1.0893948200076082,False,True,10500.0,-0.9279655403895456,2,False,False,False,True,False,False,False,True,False
2115,-0.5633758663924971,True,True,38000.0,0.2406431553429741,1,False,False,False,True,False,False,False,True,False
2116,0.6728890342023125,False,True,36000.0,1.19994880109355,2,False,False,True,False,False,False,False,True,False
2117,-0.41943525323442155,False,False,25382.0,-0.8743939264060716,1,False,False,False,True,False,False,False,True,False
2118,-0.2566761513904158,False,True,27500.0,-0.430870796682429,2,False,False,False,True,False,False,False,True,False
2119,-0.25478294327311896,False,True,20000.0,-1.0064541841327745,1,False,False,False,True,False,False,False,True,False
2120,1.16512314469948,False,True,17950.0,0.42378332407717495,1,False,False,False,True,False,False,False,True,False
2121,-1.083402272051582,False,True,44646.0,-0.04116845123985718,1,False,False,False,True,False,False,False,True,False
2122,-1.206915169624025,False,False,58998.0,-0.11691622170951327,2,False,False,False,True,False,False,False,True,False
